"Specimen Number","Species ID","Group","Family","Scientific Name","Common Name","Country","State","County","Locality","Latitude","Longitude","Source","Accuracy","Drainage Name","HUC 8 Number","Year","Month","Day","Status","Comments","record_type","disposal","Museum_Cat_No","fresh_marine_intro","Reference 1","Type 1","Date 1","Author 1","Title 1","Publisher 1","Location 1","Reference 2","Type 2","Date 2","Author 2","Title 2","Publisher 2","Location 2","Reference 3","Type 3","Date 3","Author 3","Title 3","Publisher 3","Location 3","Reference 4","Type 4","Date 4","Author 4","Title 4","Publisher 4","Location 4","Reference 5","Type 5","Date 5","Author 5","Title 5","Publisher 5","Location 5","Reference 6","Type 6","Date 6","Author 6","Title 6","Publisher 6","Location 6"
"1565275","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","46.28696","-83.9548","reported","Accurate","St. Marys","04070001","2014","8","12","established","<a href = http://www.misin.msu.edu/browse/record.php?id=518909 target = _blank >MISIN report ID 518909</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1563560","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.00157","-77.71783","reported","Accurate","Lake Ontario","04150200","2014","7","29","established","n=2 aggregate IDs by 1e-04  decimal accuracy, from 2014-07-29 to 2014-07-29; <a href = http://www.misin.msu.edu/browse/record.php?id=518029 target = _blank >MISIN report ID 518029</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1563564","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.00163","-77.7177","reported","Accurate","Lake Ontario","04150200","2014","7","29","established","<a href = http://www.misin.msu.edu/browse/record.php?id=518037 target = _blank >MISIN report ID 518037</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1563598","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.00451","-77.71635","reported","Accurate","Lake Ontario","04150200","2014","7","29","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517998 target = _blank >MISIN report ID 517998</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1563565","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.00165","-77.71762","reported","Accurate","Lake Ontario","04150200","2014","7","29","established","<a href = http://www.misin.msu.edu/browse/record.php?id=518041 target = _blank >MISIN report ID 518041</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1563568","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.0017","-77.71755","reported","Accurate","Lake Ontario","04150200","2014","7","29","established","<a href = http://www.misin.msu.edu/browse/record.php?id=518045 target = _blank >MISIN report ID 518045</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1563604","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.01143","-77.60008","reported","Accurate","Lake Ontario","04150200","2014","7","29","established","<a href = http://www.misin.msu.edu/browse/record.php?id=519068 target = _blank >MISIN report ID 519068</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1563606","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.01153","-77.60009","reported","Accurate","Lake Ontario","04150200","2014","7","29","established","<a href = http://www.misin.msu.edu/browse/record.php?id=519070 target = _blank >MISIN report ID 519070</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1563609","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.01159","-77.60008","reported","Accurate","Lake Ontario","04150200","2014","7","29","established","<a href = http://www.misin.msu.edu/browse/record.php?id=519072 target = _blank >MISIN report ID 519072</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1563611","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.01167","-77.60005","reported","Accurate","Lake Ontario","04150200","2014","7","29","established","n=2 aggregate IDs by 1e-04  decimal accuracy, from 2014-07-29 to 2014-07-29; <a href = http://www.misin.msu.edu/browse/record.php?id=519074 target = _blank >MISIN report ID 519074</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1563615","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.01181","-77.60002","reported","Accurate","Lake Ontario","04150200","2014","7","29","established","<a href = http://www.misin.msu.edu/browse/record.php?id=519078 target = _blank >MISIN report ID 519078</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1563631","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.01655","-77.5961","reported","Accurate","Lake Ontario","04150200","2014","7","29","established","<a href = http://www.misin.msu.edu/browse/record.php?id=519088 target = _blank >MISIN report ID 519088</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1563889","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.14468","-76.45967","reported","Accurate","Headwaters St. Lawrence River","04150309","2014","7","29","established","<a href = http://www.misin.msu.edu/browse/record.php?id=518186 target = _blank >MISIN report ID 518186</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
